"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000231770145380897,0.988909841628525,0.494,0.295,1,"0","ENSMUSG00000034203"
0.000246141415074456,1.0695766536841,0.494,0.314,1,"0","ENSMUSG00000019961"
0.000252925227626267,1.277672199038,0.33,0.133,1,"0","ENSMUSG00000001089"
0.000260940342472705,0.865862930632369,0.489,0.267,1,"0","ENSMUSG00000042215"
0.000261740625802793,1.60338651206513,0.343,0.152,1,"0","ENSMUSG00000031821"
0.000279342794902674,1.57637915305972,0.283,0.105,1,"0","ENSMUSG00000001473"
0.00028008710797331,0.414150295878016,0.914,0.848,1,"0","ENSMUSG00000025967"
0.000282956209286039,0.76394395779976,0.665,0.533,1,"0","ENSMUSG00000007050"
0.000299651072610622,0.396285535671801,0.918,0.838,1,"0","ENSMUSG00000003955"
0.000309955944291752,1.39423514902962,0.339,0.152,1,"0","ENSMUSG00000002870"
0.000310839149475877,0.42114098692021,0.948,0.905,1,"0","ENSMUSG00000022283"
0.000329807757230329,0.418190556786716,0.966,0.838,1,"0","ENSMUSG00000006221"
0.000339777211687603,1.40555909604858,0.3,0.124,1,"0","ENSMUSG00000032601"
0.000367566066357299,0.699607210257878,0.691,0.505,1,"0","ENSMUSG00000001056"
0.000417647233261166,0.804619919930788,0.584,0.39,1,"0","ENSMUSG00000056209"
0.000439685943555917,1.50225988145542,0.33,0.162,1,"0","ENSMUSG00000041859"
0.000456995510547599,0.804255510987293,0.554,0.362,1,"0","ENSMUSG00000026421"
0.000463797623260131,1.0536135027488,0.464,0.295,1,"0","ENSMUSG00000029014"
0.000501637744497325,0.990418639858863,0.536,0.352,1,"0","ENSMUSG00000027160"
0.000504986516600207,0.347890241738306,0.987,0.99,1,"0","ENSMUSG00000046432"
0.00051052415973668,0.837545508192934,0.554,0.352,1,"0","ENSMUSG00000032231"
0.000516804076400899,1.48519356926148,0.253,0.086,1,"0","ENSMUSG00000032436"
0.000519179746504004,1.31533044590066,0.382,0.19,1,"0","ENSMUSG00000022391"
0.000521694415067011,1.30758436965898,0.348,0.162,1,"0","ENSMUSG00000009418"
0.000542105556089479,1.10334253838728,0.416,0.229,1,"0","ENSMUSG00000079562"
0.000544651302521688,1.24622539394076,0.288,0.114,1,"0","ENSMUSG00000045659"
0.000551814987488374,0.612876078693935,0.712,0.524,1,"0","ENSMUSG00000031683"
0.000555671093783258,1.3225138605582,0.356,0.181,1,"0","ENSMUSG00000052397"
0.000560488315232204,0.725175221247197,0.734,0.619,1,"0","ENSMUSG00000021577"
0.000568066801590951,0.618957268070993,0.567,0.362,1,"0","ENSMUSG00000029777"
0.000573575115220549,0.677713533948879,0.695,0.562,1,"0","ENSMUSG00000064326"
0.00059029786935751,0.456555296325461,0.536,0.314,1,"0","ENSMUSG00000078566"
0.000595715057293017,0.62368925455325,0.678,0.486,1,"0","ENSMUSG00000022403"
0.000642039162127333,0.919603543436435,0.442,0.238,1,"0","ENSMUSG00000028066"
0.000682720727853939,0.530310508854408,0.674,0.495,1,"0","ENSMUSG00000020277"
0.000696030002372309,1.56607942713761,0.258,0.095,1,"0","ENSMUSG00000037628"
0.000733801970578124,1.26541467152312,0.305,0.133,1,"0","ENSMUSG00000024805"
0.000759309822947237,0.661099617811839,0.618,0.4,1,"0","ENSMUSG00000039221"
0.000760088755120552,0.705564800072879,0.644,0.467,1,"0","ENSMUSG00000068823"
0.000765347031498554,0.489758301076045,0.648,0.419,1,"0","ENSMUSG00000025161"
0.00079087136924732,1.05266592062489,0.378,0.181,1,"0","ENSMUSG00000050288"
